ds,yhat
2025-12-20,1194.834738619121
2025-12-21,1414.2579722821345
2025-12-22,1611.1131018820802
2025-12-23,1521.773373347044
2025-12-24,1206.9327254300429
2025-12-25,1037.9584696266043
2025-12-26,1051.7505025028177
2025-12-27,1086.586410989234
2025-12-28,1285.500894529033
2025-12-29,1463.1222863014893
2025-12-30,1356.156216311535
2025-12-31,1025.5983212838962
2026-01-01,843.0805592424757
2026-01-02,845.7249139490822
2026-01-03,871.9839744285994
2026-01-04,1065.0169137271023
2026-01-05,1239.523722666338
2026-01-06,1132.2277865511248
2026-01-07,804.0887256429548
2026-01-08,626.6500437421688
2026-01-09,636.8953275667537
2026-01-10,673.0924121707468
2026-01-11,878.1739408956023
2026-01-12,1066.5770570084533
2026-01-13,974.7321765332584
2026-01-14,663.2826084371773
2026-01-15,503.4393996766575
2026-01-16,531.8449730270336
2026-01-17,586.4247946740506
2026-01-18,809.7753227598404
2026-01-19,1016.0108020669574
2026-01-20,941.258691947035
2026-01-21,645.8853446544676
2026-01-22,500.85617956952376
2026-01-23,542.6038091754613
2026-01-24,608.8832641792035
2026-01-25,842.1625037018518
2026-01-26,1056.47073603742
2026-01-27,987.8943235127201
2026-01-28,696.8019010476979
2026-01-29,554.2029915609126
2026-01-30,596.6136356014102
